tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2018,3,30562,"Mobile, AL",13422,MOB,33,58790,0,304.6,0.3699,6,22960,0,271.04,0.6035,27,35830,0,326.11,0.2713,2018313422MOB
Table 7,2018,3,34922,"Salinas/Monterey, CA",13476,MRY,18,49490,0.0897,235.96,0.1062,7,38580,0.1151,185.34,0.0616,11,10910,0,414.98,0.1848,2018313476MRY
Table 7,2018,3,33485,"Madison, WI",13485,MSN,64,363010,0.1939,263.47,0.1583,18,92600,0,260.56,0.2079,46,270410,0.2603,264.46,0.1424,2018313485MSN
Table 7,2018,3,33486,"Missoula, MT",13486,MSO,43,173470,0.3218,231.65,-0.0677,6,55710,0.3836,179.94,-0.1988,37,117760,0.2926,256.11,-0.014,2018313486MSO
Table 7,2018,3,31650,"Minneapolis/St. Paul, MN",13487,MSP,150,4354530,0.6678,216.47,0.0913,51,1220640,0.6717,216.81,0.1984,99,3133890,0.6663,216.34,0.0545,2018313487MSP
Table 7,2018,3,33495,"New Orleans, LA",13495,MSY,104,2169140,0.9593,193.9,-0.0848,41,806300,0.9109,177.12,-0.1192,63,1362840,0.9879,203.82,-0.066,2018313495MSY
Table 7,2018,3,33502,"Montrose/Delta, CO",13502,MTJ,12,21110,0,370.43,0.4392,1,6960,0,310.47,0.2993,11,14150,0,399.91,0.501,2018313502MTJ
Table 7,2018,3,33541,"Martha's Vineyard, MA",13541,MVY,8,33970,0.8675,235.88,0.5774,7,32070,0.8597,231.08,0.5996,1,1900,1,316.88,0.3471,2018313541MVY
Table 7,2018,3,31135,"Myrtle Beach, SC",13577,MYR,67,400380,0.9087,140.93,-0.3469,41,294510,0.8984,124.58,-0.4128,26,105870,0.9372,186.39,-0.1748,MYR 2018313577.00
Table 7,2018,3,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,17,17180,0,267.16,-0.0921,10,8620,0,225.27,-0.1947,7,8560,0,309.34,0.0014,2018313795OAJ
Table 7,2018,3,32457,"San Francisco, CA (Metropolitan Area)",13796,OAK,166,2304490,0.9906,167.82,-0.1588,26,1451760,0.996,140.09,-0.1669,140,852730,0.9814,215.02,-0.1498,2018313796OAK
Table 7,2018,3,33851,"Oklahoma City, OK",13851,OKC,87,762210,0.8596,230.54,0.0084,24,270000,0.7354,209.02,-0.0508,63,492210,0.9278,242.34,0.039,2018313851OKC
Table 7,2018,3,33316,"Omaha, NE",13871,OMA,84,904550,0.8675,208.77,-0.0315,19,271750,0.693,194.87,0.0001,65,632800,0.9424,214.74,-0.0433,2018313871OMA
Table 7,2018,3,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,187,1035890,0.8809,207.22,0.02,26,409270,0.9441,154.53,-0.0403,161,626620,0.8397,241.64,0.0474,2018313891ONT
Table 7,2018,3,30977,"Chicago, IL",13930,ORD,179,8019670,0.4318,211.12,0.1267,86,2419880,0.0577,216.14,0.2505,93,5599790,0.5935,208.94,0.0789,2018313930ORD
Table 7,2018,3,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,93,733700,0.6919,245.27,0.0487,47,378270,0.5993,212.3,0.0026,46,355430,0.7904,280.35,0.089,2018313931ORF
Table 7,2018,3,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,81,1009590,0.7934,199.77,0.0001,14,113540,0.6825,207.43,0.069,67,896050,0.8074,198.8,-0.0083,2018314027PBI
Table 7,2018,3,34057,"Portland, OR",14057,PDX,128,3576360,0.7964,203.05,-0.0855,22,901350,0.6134,153.08,-0.087,106,2675010,0.858,219.89,-0.0852,2018314057PDX
Table 7,2018,3,34082,"Punta Gorda, FL",14082,PGD,35,237070,1,80.47,-0.6417,4,21170,1,73.44,-0.6735,31,215900,1,81.16,-0.6386,2018314082PGD
Table 7,2018,3,33667,"Norfolk, VA (Metropolitan Area)",14098,PHF,89,81970,0,271.2,0.1199,43,38970,0,247.85,0.0949,46,43000,0,292.37,0.1398,2018314098PHF
Table 7,2018,3,34100,"Philadelphia, PA",14100,PHL,131,3933570,0.7959,235.06,0.1134,59,1463040,0.6212,228.44,0.2888,72,2470530,0.8994,238.98,0.0338,2018314100PHL
Table 7,2018,3,30466,"Phoenix, AZ",14107,PHX,159,4833110,0.9096,211.73,0.031,35,1726390,0.9418,166.21,0.0282,124,3106720,0.8916,237.02,0.0321,2018314107PHX
Table 7,2018,3,34108,"Peoria, IL",14108,PIA,38,93530,0.4873,185.19,-0.2161,10,26270,0.1328,236.14,0.1531,28,67260,0.6258,165.29,-0.335,2018314108PIA
Table 7,2018,3,33195,"Tampa, FL (Metropolitan Area)",14112,PIE,52,391290,1,84.9,-0.5871,16,99680,1,80.35,-0.6157,36,291610,1,86.45,-0.5771,2018314112PIE
Table 7,2018,3,30198,"Pittsburgh, PA",14122,PIT,108,1729400,0.7878,217.29,0.0252,49,744400,0.6116,215,0.1007,59,985000,0.921,219.02,-0.0245,2018314122PIT
Table 7,2018,3,33728,"Pensacola, FL",14193,PNS,65,339610,0.6962,248.35,0.0643,24,140580,0.4405,230.03,-0.0141,41,199030,0.8768,261.28,0.1197,2018314193PNS
Table 7,2018,3,34262,"Palm Springs, CA",14262,PSP,34,143720,0.1234,237.84,-0.0092,6,45460,0,177.28,-0.0601,28,98260,0.1805,265.85,0.0077,2018314262PSP
Table 7,2018,3,30721,"Boston, MA (Metropolitan Area)",14307,PVD,153,852550,0.8481,208.04,0.032,37,252140,0.8033,186.06,0.094,116,600410,0.8669,217.27,0.0114,2018314307PVD
Table 7,2018,3,34321,"Portland, ME",14321,PWM,73,525470,0.6455,237.82,0.0701,20,212540,0.504,195.48,0.1219,53,312930,0.7416,266.58,0.046,2018314321PWM
Table 7,2018,3,34457,"Rapid City, SD",14457,RAP,39,94650,0.1856,282.75,0.1905,3,13180,0,282.77,0.6196,36,81470,0.2157,282.75,0.1416,2018314457RAP
Table 7,2018,3,34489,"Bend/Redmond, OR",14489,RDM,32,128610,0,218.67,-0.1029,8,56080,0,180.23,-0.212,24,72530,0,248.4,-0.0273,2018314489RDM
Table 7,2018,3,34492,"Raleigh/Durham, NC",14492,RDU,106,2222020,0.7603,207.76,-0.0055,60,1361140,0.6648,187.48,0.0069,46,860880,0.9113,239.82,-0.0204,2018314492RDU
Table 7,2018,3,34524,"Richmond, VA",14524,RIC,80,738710,0.5741,235.44,0.0043,41,403810,0.5716,213.18,0.0181,39,334900,0.5771,262.27,-0.0088,2018314524RIC
Table 7,2018,3,34570,"Reno, NV",14570,RNO,75,829880,0.9416,233.17,0.0145,17,438040,0.9835,182.95,-0.0277,58,391840,0.8947,289.31,0.0466,2018314570RNO
Table 7,2018,3,34574,"Roanoke, VA",14574,ROA,32,62110,0.165,281.84,0.1549,17,39860,0.2572,222.11,0.0705,15,22250,0,388.85,0.2562,2018314574ROA
Table 7,2018,3,34576,"Rochester, NY",14576,ROC,66,466060,0.7378,226.01,0.0484,29,220900,0.5484,204.89,0.2657,37,245160,0.9086,245.05,-0.0717,2018314576ROC
Table 7,2018,3,32547,"Rochester, MN",14633,RST,20,32200,0,227.48,0.0094,2,6750,0,214.06,1.5706,18,25450,0,231.04,-0.1217,2018314633RST
Table 7,2018,3,31714,"Fort Myers, FL",14635,RSW,76,1015950,0.852,195.94,-0.0843,7,73020,0.7658,209.57,0.0828,69,942930,0.8586,194.88,-0.0959,2018314635RSW
Table 7,2018,3,34674,"Santa Fe, NM",14674,SAF,12,18110,0,316.73,0.336,2,9030,0,268.86,0.7724,10,9080,0,364.34,0.1315,2018314674SAF
Table 7,2018,3,33570,"San Diego, CA",14679,SAN,138,4606160,0.9351,201.38,-0.0955,20,1526450,0.9518,139.64,-0.2214,118,3079710,0.9268,231.98,-0.0496,2018314679SAN
Table 7,2018,3,33214,"San Antonio, TX",14683,SAT,113,1744400,0.8788,213.6,-0.0115,25,317730,0.7746,198.98,-0.0855,88,1426670,0.902,216.86,0.0051,2018314683SAT
Table 7,2018,3,34685,"Savannah, GA",14685,SAV,70,477560,0.4768,209.02,-0.0081,25,157410,0.5249,197.84,-0.0793,45,320150,0.4531,214.52,0.0279,2018314685SAV
Table 7,2018,3,34689,"Santa Barbara, CA",14689,SBA,31,124160,0.109,285.3,0.2756,6,35720,0,229.26,0.5774,25,88440,0.1531,307.94,0.2062,2018314689SBA
Table 7,2018,3,34696,"South Bend, IN",14696,SBN,40,113450,0.3529,216.42,-0.0837,13,39510,0,259.08,0.3143,27,73940,0.5415,193.63,-0.2468,2018314696SBN
Table 7,2018,3,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,19,57210,0,269.12,0.119,5,21460,0,216.64,0.1431,14,35750,0,300.62,0.1088,2018314698SBP
Table 7,2018,3,34711,"Philipsburg/State College, PA",14711,SCE,16,18860,0,305.11,0.2462,6,10090,0,232.73,0.3775,10,8770,0,388.38,0.1693,2018314711SCE
Table 7,2018,3,33044,"Louisville, KY",14730,SDF,78,659750,0.7332,238.42,0.0332,44,388920,0.6196,228.48,0.0742,34,270830,0.8964,252.7,-0.0156,2018314730SDF
Table 7,2018,3,30559,"Seattle, WA",14747,SEA,162,6961000,0.6915,213.08,-0.0726,30,1559240,0.3851,164.73,-0.1363,132,5401760,0.7799,227.04,-0.0581,2018314747SEA
Table 7,2018,3,34761,"Sanford, FL",14761,SFB,65,438890,1,84.45,-0.6241,18,118590,1,78.38,-0.648,47,320300,1,86.7,-0.6153,2018314761SFB
Table 7,2018,3,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,170,7073360,0.6192,242.32,0.0109,29,2489300,0.7496,143.23,-0.1773,141,4584060,0.5484,296.13,0.0755,2018314771SFO
Table 7,2018,3,34783,"Springfield, MO",14783,SGF,47,169460,0.4046,232.01,-0.0008,12,59910,0.1446,243.26,0.1617,35,109550,0.5468,225.85,-0.0769,2018314783SGF
Table 7,2018,3,30476,"Shreveport, LA",14814,SHV,31,56610,0.2355,256.83,0.0894,6,17020,0,272.35,0.2446,25,39590,0.3367,250.15,0.0293,2018314814SHV
Table 7,2018,3,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,166,2641180,0.9242,185.4,-0.0909,25,1595040,0.9904,141.02,-0.149,141,1046140,0.8232,253.06,-0.035,2018314831SJC
Table 7,2018,3,34614,"Salt Lake City, UT",14869,SLC,125,2862110,0.7727,215.63,0.0151,41,1400150,0.725,169.7,-0.0445,84,1461960,0.8183,259.62,0.0563,2018314869SLC
Table 7,2018,3,33192,"Sacramento, CA",14893,SMF,102,2252470,0.9303,198.86,-0.0998,20,1302640,0.9865,145.66,-0.1878,82,949830,0.8532,271.8,-0.0218,2018314893SMF
Table 7,2018,3,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,188,2238960,0.719,226.28,0.0946,27,865350,0.9727,159.9,-0.0173,161,1373610,0.5591,268.1,0.1435,2018314908SNA
Table 7,2018,3,34986,"Sarasota/Bradenton, FL",14986,SRQ,49,179840,0.2676,224.99,-0.0016,4,24900,0,242.27,0.1304,45,154940,0.3106,222.21,-0.0216,2018314986SRQ
Table 7,2018,3,31123,"St. Louis, MO",15016,STL,109,2190230,0.9079,222.73,0.0968,52,941830,0.8411,215.37,0.0818,57,1248400,0.9583,228.29,0.1077,2018315016STL
Table 7,2018,3,34433,"Santa Rosa, CA",15023,STS,10,89320,0,161.41,-0.2199,9,84560,0,162.15,-0.2005,1,4760,0,148.24,-0.4703,2018315023STS
Table 7,2018,3,35041,"Sun Valley/Hailey/Ketchum, ID",15041,SUN,14,30570,0,276.58,0.1093,10,26300,0,239.51,-0.0021,4,4270,0,504.9,0.6468,2018315041SUN
Table 7,2018,3,31703,"New York City, NY (Metropolitan Area)",15070,SWF,129,90910,0.6478,184.57,-0.0637,43,23790,0.4187,173.85,-0.0092,86,67120,0.729,188.36,-0.0803,2018315070SWF
Table 7,2018,3,35096,"Syracuse, NY",15096,SYR,63,418160,0.6302,235.25,0.0053,23,150750,0.555,201.71,0.0172,40,267410,0.6725,254.16,0.0001,2018315096SYR
Table 7,2018,3,35249,"Tallahassee, FL",15249,TLH,35,76650,0,304.87,0.2132,11,36620,0,279.21,0.1594,24,40030,0,328.35,0.2586,2018315249TLH
Table 7,2018,3,33195,"Tampa, FL (Metropolitan Area)",15304,TPA,127,3208800,0.9292,192.66,-0.0394,33,543010,0.769,189.7,-0.0298,94,2665790,0.9618,193.27,-0.0413,2018315304TPA
Table 7,2018,3,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,27,32070,0.1821,286.76,0.0975,15,22190,0.2632,238.52,-0.0434,12,9880,0,395.1,0.3711,2018315323TRI
Table 7,2018,3,35356,"Trenton, NJ",15356,TTN,15,136870,1,83.38,-0.6158,8,75040,1,82.66,-0.6225,7,61830,1,84.26,-0.6075,2018315356TTN
Table 7,2018,3,34653,"Tulsa, OK",15370,TUL,74,518190,0.8342,229.7,-0.004,22,230210,0.7108,217.37,0.009,52,287980,0.9328,239.55,-0.0133,2018315370TUL
Table 7,2018,3,30436,"Tucson, AZ",15376,TUS,73,524420,0.8535,237.86,-0.0082,11,158840,0.9846,180.66,-0.0694,62,365580,0.7965,262.72,0.0117,2018315376TUS
Table 7,2018,3,35380,"Traverse City, MI",15380,TVC,43,108250,0,325.8,0.279,19,50870,0,284.47,0.1724,24,57380,0,362.44,0.3652,2018315380TVC
Table 7,2018,3,35412,"Knoxville, TN",15412,TYS,60,325790,0.3802,249.38,0.0777,33,195240,0.4152,212.1,-0.0312,27,130550,0.3278,305.14,0.2203,2018315412TYS
Table 7,2018,3,31504,"Valparaiso, FL",15624,VPS,66,280430,0.5424,189.48,-0.1595,30,169920,0.6459,160.09,-0.2815,36,110510,0.3834,234.68,0.0227,2018315624VPS
Table 7,2018,3,31834,"Fayetteville, AR",15919,XNA,52,244640,0.1549,307.36,0.4013,16,100130,0.0644,299.17,0.5768,36,144510,0.2176,313.04,0.3051,2018315919XNA
Table 7,2018,2,30372,"Aspen, CO",10372,ASE,26,38550,0,420.6,0.5469,6,10750,0,344.63,0.2669,20,27800,0,449.98,0.6552,2018210372ASE
Table 7,2018,2,32397,"Ithaca/Cortland, NY",12397,ITH,9,12340,0,312.57,0.039,3,5300,0,223.06,0.151,6,7040,0,379.95,-0.0039,2018212397ITH
Table 7,2018,2,33367,"Quad Cities, IL (Metropolitan Area)",13367,MLI,40,104920,0.3369,210.52,-0.1389,9,28750,0,245.64,0.0857,31,76170,0.4641,197.26,-0.2152,2018213367MLI
Table 7,2018,1,32397,"Ithaca/Cortland, NY",12397,ITH,9,10710,0,312.27,0.0882,3,5030,0,205.51,0.0688,6,5680,0,406.82,0.0971,2018112397ITH
Table 7,2018,1,33367,"Quad Cities, IL (Metropolitan Area)",13367,MLI,34,86350,0.4219,197.6,-0.1779,8,21390,0,243.65,0.1553,26,64960,0.5608,182.43,-0.2704,2018113367MLI
Table 7,2017,4,32397,"Ithaca/Cortland, NY",12397,ITH,9,11560,0,313.38,0.0408,3,4720,0,218.95,0.1314,6,6840,0,378.54,0.0086,2017412397ITH
Table 7,2017,4,31982,"Killeen, TX",11982,GRK,13,13970,0,234.7,-0.1036,,,,,,13,13970,0,234.7,-0.1036,2017411982GRK
Table 7,2017,4,33367,"Quad Cities, IL (Metropolitan Area)",13367,MLI,39,99090,0.2954,218.5,-0.0954,8,27990,0,243.24,0.1444,31,71100,0.4117,208.75,-0.1747,2017413367MLI
Table 7,2017,3,30154,"Nantucket, MA",10154,ACK,17,65310,0.9983,235.74,0.3714,8,58670,0.9995,209.44,0.3373,9,6640,0.988,468.17,0.5256,2017310154ACK
Table 7,2017,3,31695,"Flagstaff, AZ",11695,FLG,8,6040,0,219.15,-0.0759,8,6040,0,219.15,-0.0759,,,,,,2017311695FLG
Table 7,2017,3,32397,"Ithaca/Cortland, NY",12397,ITH,7,10100,0,325.38,0.0556,1,2920,0,182.44,0.1078,6,7180,0,383.51,0.046,2017312397ITH
Table 7,2017,3,33367,"Quad Cities, IL (Metropolitan Area)",13367,MLI,35,82540,0.2751,224.11,-0.0642,8,24890,0,244.81,0.1884,27,57650,0.3939,215.17,-0.1527,2017313367MLI
Table 7,2017,2,30154,"Nantucket, MA",10154,ACK,8,17590,0.9994,223.22,0.1151,8,17590,0.9994,223.22,0.1151,,,,,,2017210154ACK
Table 7,2017,2,32397,"Ithaca/Cortland, NY",12397,ITH,7,10310,0,337.85,0.0345,1,3150,0,190.63,0.1009,6,7160,0,402.62,0.0216,2017212397ITH
Table 7,2017,2,33367,"Quad Cities, IL (Metropolitan Area)",13367,MLI,37,83040,0.3669,218.28,-0.0932,8,25960,0,256.72,0.2319,29,57080,0.5338,200.8,-0.2139,2017213367MLI
Table 7,2017,1,32265,"Niagara Falls, NY",12265,IAG,7,58340,1,113.19,-45.9897,1,2270,1,83.87,-63.7439,6,56070,1,114.37,-45.1929,2017112265IAG
Table 7,2017,1,32397,"Ithaca/Cortland, NY",12397,ITH,7,5200,0,383.95,4.8219,,,,,,7,5200,0,383.95,4.8219,2017112397ITH
Table 7,2017,1,33367,"Quad Cities, IL (Metropolitan Area)",13367,MLI,36,92700,0.3553,205.14,-13.5199,8,21710,0,248.17,13.5406,28,70990,0.464,191.98,-20.9664,2017113367MLI
Table 7,2018,2,31603,"Eugene, OR",11603,EUG,43,180580,0.3331,203.8,-0.1987,9,69050,0.2649,167.55,-0.3077,34,111530,0.3753,226.24,-0.1363,2018211603EUG
Table 7,2017,2,32448,"Jackson/Vicksburg, MS",12448,JAN,46,130970,0,318.76,0.256,15,60420,0,294.48,0.2475,31,70550,0,339.55,0.2624,2017212448JAN
Table 7,2017,2,31703,"New York City, NY (Metropolitan Area)",15070,SWF,135,66740,0.5595,208.18,0.0434,45,15240,0.231,190.29,0.0683,90,51500,0.6567,213.48,0.0371,2017215070SWF
Table 7,2017,2,34689,"Santa Barbara, CA",14689,SBA,25,85470,0,316.82,0.3054,3,20520,0,256.09,0.7474,22,64950,0,336,0.2305,2017214689SBA
Table 7,2017,2,31703,"New York City, NY (Metropolitan Area)",12953,LGA,172,5794910,0.5685,206.46,0.1454,55,1576380,0.3766,198.42,0.2794,117,4218530,0.6402,209.47,0.1045,2017212953LGA
Table 7,2017,1,30721,"Boston, MA (Metropolitan Area)",13296,MHT,131,351770,0.8177,222.59,5.5911,33,100230,0.6333,196.5,10.2615,98,251540,0.8911,232.98,4.1091,2017113296MHT
Table 7,2018,2,30928,"Wichita, KS",12278,ICT,59,280110,0.6878,240.05,0.0244,14,83300,0.328,243.4,0.1819,45,196810,0.8402,238.64,-0.0313,2018212278ICT
Table 7,2017,1,33485,"Madison, WI",13485,MSN,59,282480,0.1726,266.09,11.6656,17,69240,0,278.03,23.8147,42,213240,0.2287,262.21,8.0164,2017113485MSN
Table 7,2018,1,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,141,2102960,0.9226,175.2,-0.0951,24,1419610,0.9902,133.28,-0.1581,117,683350,0.7823,262.3,-0.0175,2018114831SJC
Table 7,2017,1,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,92,235350,0.6672,185.71,-9.1389,44,98330,0.4494,185.25,-4.9903,48,137020,0.8235,186.03,-11.8883,2017110874CAK
Table 7,2018,2,30194,"Dallas/Fort Worth, TX",11259,DAL,145,2324110,0.9945,187.77,-0.0503,36,993350,0.9986,185.64,0.0126,109,1330760,0.9913,189.37,-0.0916,2018211259DAL
Table 7,2017,3,32280,"Idaho Falls, ID",12280,IDA,15,29840,0.6813,203.45,-0.1685,12,26600,0.7643,174.17,-0.2475,3,3240,0,443.88,0.2563,2017312280IDA
Table 7,2017,1,31453,"Houston, TX",12266,IAH,149,2714160,0.3961,262.65,29.0061,38,510810,0.2832,236.94,33.1361,111,2203350,0.4223,268.61,28.1929,2017112266IAH
Table 7,2017,4,30990,"Charlottesville, VA",10990,CHO,40,102310,0,257.22,-0.0035,18,56710,0,235.9,0.0513,22,45600,0,283.74,-0.0545,2017410990CHO
Table 7,2017,2,30721,"Boston, MA (Metropolitan Area)",14307,PVD,140,805770,0.8324,223.07,0.1033,35,230670,0.7262,191.83,0.1434,105,575100,0.875,235.59,0.0908,2017214307PVD
Table 7,2017,1,35412,"Knoxville, TN",15412,TYS,59,234970,0.3029,258.17,5.9781,33,146320,0.3692,224.23,-2.7874,26,88650,0.1936,314.19,18.5721,2017115412TYS
Table 7,2017,2,30693,"Nashville, TN",10693,BNA,104,2428720,0.8587,229.12,0.1062,57,1298130,0.8178,218.84,0.0885,47,1130590,0.9056,240.91,0.1254,2017210693BNA
Table 7,2017,3,32441,"Jackson, WY",12441,JAC,44,142010,0,420.69,0.5915,6,19480,0,381.82,0.499,38,122530,0,426.87,0.6056,2017312441JAC
Table 7,2017,1,30852,"Washington, DC (Metropolitan Area)",11278,DCA,168,3932300,0.6474,211.36,8.4348,73,1846630,0.527,179.87,7.0231,95,2085670,0.754,239.25,9.3954,2017111278DCA
Table 7,2017,4,32467,"Miami, FL (Metropolitan Area)",11697,FLL,148,4133130,0.9699,179.12,-0.1374,33,616410,0.8729,148.74,-0.1888,115,3516720,0.9869,184.44,-0.1295,2017411697FLL
Table 7,2018,1,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,19,91500,0.6532,161.13,-0.2784,5,18810,0,284.17,0.2478,14,72690,0.8223,129.29,-0.418,2018110135ABE
Table 7,2017,4,33127,"Lewiston, ID",13127,LWS,8,14370,0,160.23,-0.2207,3,11650,0,144.41,-0.2203,5,2720,0,227.95,-0.2218,2017413127LWS
Table 7,2017,1,30279,"Amarillo, TX",10279,AMA,25,76190,0.7502,231.49,10.9086,7,53740,0.7306,217.66,17.3292,18,22450,0.7973,264.6,0.1203,2017110279AMA
Table 7,2017,4,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,91,176680,0.2095,214.65,0.0272,45,91230,0,206.45,0.0663,46,85450,0.4331,223.41,-0.0087,2017410874CAK
Table 7,2017,3,30466,"Phoenix, AZ",10466,AZA,37,242580,1,93.63,-0.5792,7,45950,1,79.98,-0.6177,30,196630,1,96.82,-0.5709,2017310466AZA
Table 7,2017,2,30255,"Huntsville, AL",12217,HSV,50,151770,0,358.29,0.4457,23,83740,0,331.35,0.6005,27,68030,0,391.45,0.3134,2017212217HSV
Table 7,2017,2,30285,"Durango, CO",11413,DRO,21,29570,0,296.73,0.1192,8,18040,0,273.41,0.1356,13,11530,0,333.22,0.0987,2017211413DRO
Table 7,2017,2,30436,"Tucson, AZ",15376,TUS,79,587430,0.8568,239.76,-0.0433,11,169830,0.9966,171.09,-0.1348,68,417600,0.7999,267.68,-0.0162,2017215376TUS
Table 7,2017,4,32156,"Helena, MT",12156,HLN,11,13750,0,232.86,-0.0954,2,6630,0,233.28,0.0197,9,7120,0,232.46,-0.1817,2017412156HLN
Table 7,2017,1,31140,"Corpus Christi, TX",11140,CRP,35,78340,0.6866,251.87,6.2621,6,35720,0.5714,210.87,11.3889,29,42620,0.7832,286.23,3.3256,2017111140CRP
Table 7,2017,2,33728,"Pensacola, FL",14193,PNS,63,290030,0.6096,272.58,0.1387,22,119750,0.4483,246.51,0.0333,41,170280,0.723,290.91,0.2124,2017214193PNS
Table 7,2017,4,31504,"Valparaiso, FL",15624,VPS,56,152370,0.1957,244.03,0.01,22,68700,0.3096,211.83,-0.1123,34,83670,0.1022,270.46,0.1081,2017415624VPS
Table 7,2018,1,30372,"Aspen, CO",10372,ASE,32,107960,0,419.39,0.6984,8,32230,0,371.52,0.4656,24,75730,0,439.76,0.8013,2018110372ASE
Table 7,2017,1,34653,"Tulsa, OK",15370,TUL,62,390490,0.8112,246.96,4.9206,19,191520,0.7076,225.97,3.4449,43,198970,0.911,267.16,6.1536,2017115370TUL
Table 7,2017,3,33029,"Lincoln, NE",13029,LNK,16,21180,0,272.5,0.1998,4,9790,0,273.59,0.5458,12,11390,0,271.56,0.0051,2017313029LNK
Table 7,2017,1,31775,"Sioux Falls, SD",11775,FSD,44,153580,0.3967,220.16,-13.5378,7,24310,0,272.67,4.9131,37,129270,0.4713,210.28,-17.0933,2017111775FSD
Table 7,2017,4,33570,"San Diego, CA",14679,SAN,134,4090820,0.9207,206.42,-0.0782,22,1416460,0.953,133.86,-0.2118,112,2674360,0.9036,244.85,-0.0306,2017414679SAN
Table 7,2018,1,30666,"Bellingham, WA",10666,BLI,13,104830,0.896,127.51,-0.3864,1,2850,0,173.18,-0.2993,12,101980,0.9211,126.24,-0.3894,2018110666BLI
Table 7,2017,3,33076,"La Crosse, WI",13076,LSE,8,4690,0,309.88,0.2157,,,,,,8,4690,0,309.88,0.2157,2017313076LSE
Table 7,2017,1,30599,"Birmingham, AL",10599,BHM,68,425100,0.7242,258.5,8.0663,39,289800,0.6932,240.09,4.3453,29,135300,0.7905,297.91,15.1551,2017110599BHM
Table 7,2017,1,31638,"Fresno, CA",11638,FAT,43,172100,0.1017,234.66,-5.0709,12,94690,0.1849,174.8,-11.5944,31,77410,0,307.88,0.0567,2017111638FAT
Table 7,2018,2,30627,"Bismarck/Mandan, ND",10627,BIS,27,73440,0.6488,221.48,-0.0928,4,17600,0.3506,235.91,0.2079,23,55840,0.7428,216.93,-0.1641,2018210627BIS
Table 7,2018,2,32600,"Little Rock, AR",12992,LIT,67,381030,0.769,253.59,0.0519,26,162210,0.6093,244.35,0.0748,41,218820,0.8874,260.44,0.0366,2018212992LIT
Table 7,2018,1,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,25,85980,0.2324,208.83,-0.1373,7,42040,0.2864,179.46,-0.1524,18,43940,0.1807,236.94,-0.126,2018114252PSC
Table 7,2017,1,32575,"Los Angeles, CA (Metropolitan Area)",12892,LAX,187,8053490,0.9308,220.98,-5.805,32,1863930,0.9414,147.78,-9.1086,155,6189560,0.9277,243.02,-5.1738,2017112892LAX
Table 7,2017,2,31895,"Great Falls, MT",12003,GTF,16,34180,0.4465,181.36,-0.2401,3,9410,0,215.95,0.0939,13,24770,0.6161,168.22,-0.3386,2017212003GTF
Table 7,2017,2,34922,"Salinas/Monterey, CA",13476,MRY,14,55730,0.0904,188.76,-0.0945,6,45750,0.1102,140.86,-0.1912,8,9980,0,408.32,0.1166,2017213476MRY
Table 7,2017,3,31703,"New York City, NY (Metropolitan Area)",15070,SWF,132,72950,0.6006,192.07,0.022,43,22390,0.4524,161.43,-0.048,89,50560,0.6661,205.64,0.0488,2017315070SWF
Table 7,2017,2,30647,"Cleveland, OH (Metropolitan Area)",11042,CLE,98,1616520,0.8293,203.06,-0.0384,47,663990,0.6368,219.29,0.1688,51,952530,0.9634,191.76,-0.1574,CLE 2017211042.00
Table 7,2018,1,31638,"Fresno, CA",11638,FAT,45,181510,0.0844,244.55,-0.0508,11,98150,0.156,174.37,-0.1754,34,83360,0,327.17,0.0486,2018111638FAT
Table 7,2017,4,34614,"Salt Lake City, UT",14869,SLC,121,2572840,0.7693,210.53,0.0154,41,1371450,0.7511,156.35,-0.076,80,1201390,0.79,272.39,0.0857,2017414869SLC
Table 7,2017,4,30194,"Dallas/Fort Worth, TX",11298,DFW,190,5540280,0.3365,214.64,0.0707,68,1334330,0.1366,196.17,0.066,122,4205950,0.4,220.5,0.0721,2017411298DFW
Table 7,2017,4,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,85,1227680,0.8587,218.22,0.097,13,127440,0.686,207.18,0.0935,72,1100240,0.8787,219.5,0.0974,2017414027PBI
Table 7,2018,1,33264,"Medford, OR",13264,MFR,29,106910,0.2584,192.25,-0.2246,14,77610,0.356,164.45,-0.2747,15,29300,0,265.88,-0.1256,2018113264MFR
