tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2018,2,31703,"New York City, NY (Metropolitan Area)",12953,LGA,177,5939850,0.5427,207.77,0.1446,55,1627880,0.3158,199.25,0.2658,122,4311970,0.6284,210.98,0.1069,2018212953LGA
Table 7,2018,2,30466,"Phoenix, AZ",10466,AZA,43,313200,1,96.89,-0.5617,7,51250,1,77.93,-0.6269,36,261950,1,100.6,-0.5497,2018210466AZA
Table 7,2018,1,34303,"Pullman, WA",14303,PUW,8,15110,0,166.82,-0.3162,4,13170,0,157.53,-0.3268,4,1940,0,229.91,-0.2619,2018114303PUW
Table 7,2017,3,34653,"Tulsa, OK",15370,TUL,70,469970,0.8349,232.03,-0.0012,22,216530,0.7326,214.03,-0.0061,48,253440,0.9222,247.41,0.0025,2017315370TUL
Table 7,2017,3,31638,"Fresno, CA",11638,FAT,43,197840,0.0965,258.55,0.0161,10,106810,0.1788,185.19,-0.0918,33,91030,0,344.62,0.0983,2017311638FAT
Table 7,2018,1,32467,"Miami, FL (Metropolitan Area)",11697,FLL,154,4539840,0.9694,185.71,-0.1116,33,545240,0.8656,159.99,-0.1419,121,3994600,0.9836,189.22,-0.108,2018111697FLL
Table 7,2017,2,33195,"Tampa, FL (Metropolitan Area)",14112,PIE,54,449650,1,92.28,-0.5653,15,97070,1,79.66,-0.6327,39,352580,1,95.75,-0.5463,2017214112PIE
Table 7,2017,4,33851,"Oklahoma City, OK",13851,OKC,84,727540,0.8583,232.76,0.0089,25,260350,0.7367,203.21,-0.0554,59,467190,0.9261,249.23,0.041,2017413851OKC
Table 7,2017,1,32945,"Lexington, KY",12945,LEX,48,165930,0.304,237.15,3.4507,22,90890,0.2734,222.43,7.3519,26,75040,0.3412,254.98,-0.3747,2017112945LEX
Table 7,2018,1,31453,"Houston, TX",12266,IAH,148,2745800,0.4168,257.98,0.2483,37,528780,0.0974,235.18,0.3304,111,2217020,0.4929,263.41,0.2321,2018112266IAH
Table 7,2017,2,30994,"Charleston, SC",10994,CHS,80,805710,0.7076,239.39,0.068,41,459420,0.6222,213.4,0.0069,39,346290,0.8209,273.87,0.1396,2017210994CHS
Table 7,2018,1,31953,"Gainesville, FL",11953,GNV,29,43800,0,256.54,0.1081,8,21530,0,246.72,0.3442,21,22270,0,266.04,-0.0426,2018111953GNV
Table 7,2017,4,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,28,97210,0.2249,212.61,-0.1282,7,46140,0.2982,176.27,-0.1604,21,51070,0.1586,245.45,-0.106,2017414252PSC
Table 7,2017,3,31067,"Champaign/Urbana, IL",11067,CMI,18,15870,0,285.46,0.0491,4,5310,0,267.46,0.0793,14,10560,0,294.52,0.0358,2017311067CMI
