tbl,Year,quarter,citymarketid,city,markets,cur_passengers,cur_fare,cur_yield,distance,ly_passengers,ly_fare,ly_yield,ly_distance,Geocoded_City,tbl2pk
Table 2,2018,2,30713,"Boise, ID",14,521840,170.69,24.96,683.9,463650,172.08,25.29,680.4,"Boise, ID
(43.597772, -83.884521)",2018230713
Table 2,2018,2,30693,"Nashville, TN",37,2456660,221.99,24.54,904.4,2187640,224.4,24.89,901.5,"Nashville, TN
(36.166687, -86.779932)",2018230693
Table 2,2018,2,30647,"Cleveland, OH (Metropolitan Area)",28,1670490,201.41,19.59,1028.2,1590680,196.22,18.57,1056.8,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",2018230647
Table 2,2018,2,30615,"El Paso, TX",10,352160,211.95,25.79,821.8,319360,221.87,27.51,806.5,"El Paso, TX
(31.76006, -106.492257)",2018230615
Table 2,2018,2,30599,"Birmingham, AL",9,282530,234.81,29.11,806.5,243510,246.81,31.02,795.7,"Birmingham, AL
(33.522859, -86.807705)",2018230599
Table 2,2018,2,30559,"Seattle, WA",50,5955720,203.06,14.58,1392.6,5399610,208.54,15.01,1389.4,"Seattle, WA
(47.603229, -122.33028)",2018230559
Table 2,2018,2,30529,"Hartford, CT",21,961890,227.36,18.67,1217.7,971840,226.84,18.58,1220.5,"Hartford, CT
(41.765775, -72.673356)",2018230529
Table 2,2018,2,30466,"Phoenix, AZ",53,5392530,203.03,17.51,1159.8,5130250,200.1,17.11,1169.6,"Phoenix, AZ
(30.406931, -87.217578)",2018230466
Table 2,2018,2,30436,"Tucson, AZ",12,379090,223.89,20.92,1070,365140,218.56,20.35,1074.2,"Tucson, AZ
(35.167852, -103.726151)",2018230436
Table 2,2018,2,30423,"Austin, TX",36,2530360,211.22,18.09,1167.5,2242070,221.72,18.95,1170,"Austin, TX
(30.264979, -97.746598)",2018230423
Table 2,2018,2,30397,"Atlanta, GA (Metropolitan Area)",60,7167510,201.97,22.71,889.2,6872500,199.25,22.39,889.9,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)",2018230397
Table 2,2018,2,30325,"Denver, CO",59,7081830,186.16,17.63,1055.7,6720490,181.21,17.21,1052.7,"Denver, CO
(39.738453, -104.984853)",2018230325
Table 2,2018,2,30257,"Albany, NY",10,312030,219.28,18.54,1182.6,317130,215.54,18.58,1159.9,"Albany, NY
(42.651242, -73.755418)",2018230257
Table 2,2018,2,30198,"Pittsburgh, PA",26,1433260,211.88,20.91,1013.3,1343130,224.37,22,1020,"Pittsburgh, PA
(40.442169, -79.994945)",2018230198
Table 2,2018,2,30194,"Dallas/Fort Worth, TX",68,7579060,211.31,21.45,985.3,7358250,203.55,20.72,982.6,"Dallas/Fort Worth, TX
(40.11086, -77.035636)",2018230194
Table 2,2018,2,30140,"Albuquerque, NM",17,748390,197.65,20.23,977.2,645530,219.59,22.22,988.3,"Albuquerque, NM
(35.084248, -106.649241)",2018230140
Table 2,2018,1,35096,"Syracuse, NY",6,150790,191.22,22.29,857.9,141400,195.74,23.07,848.3,"Syracuse, NY
(43.047945, -76.147448)",2018135096
Table 2,2018,1,34986,"Sarasota/Bradenton, FL",5,126420,253.22,25.13,1007.6,127260,235.22,23.39,1005.5,"Sarasota/Bradenton, FL
(27.336483, -82.538602)",2018134986
Table 2,2018,1,34761,"Sanford, FL",7,141860,107.56,11.33,949.7,123550,102.5,10.97,934.7,"Sanford, FL
(37.78008, -122.420168)",2018134761
Table 2,2018,1,34685,"Savannah, GA",3,131420,174.42,23.42,744.8,119780,164.95,21.98,750.6,"Savannah, GA
(40.115007, -111.654713)",2018134685
Table 2,2018,1,34653,"Tulsa, OK",9,235030,209.86,28.39,739.1,223680,223.83,30.52,733.3,"Tulsa, OK
(61.096484, -160.967455)",2018134653
Table 2,2018,1,34614,"Salt Lake City, UT",34,2450050,217.14,20.33,1068.1,2296240,217.33,20.21,1075.6,"Salt Lake City, UT
(40.758478, -111.888142)",2018134614
Table 2,2018,1,34576,"Rochester, NY",7,187820,190.03,26.11,727.7,191210,187.26,25.36,738.4,"Rochester, NY
(43.155708, -77.612547)",2018134576
Table 2,2018,1,34570,"Reno, NV",13,498310,184.55,25.71,717.7,477010,189.1,26.32,718.5,"Reno, NV
(30.177159, -95.162771)",2018134570
Table 2,2018,1,34524,"Richmond, VA",10,338270,217.57,26.36,825.3,316710,224.02,26.16,856.4,"Richmond, VA
(37.540759, -77.433932)",2018134524
Table 2,2018,1,34492,"Raleigh/Durham, NC",28,1587120,202.28,21.62,935.7,1479900,200.72,22.31,899.9,"Raleigh/Durham, NC
(42.673348, -72.179683)",2018134492
Table 2,2018,1,34262,"Palm Springs, CA",8,320560,227.4,20.02,1136.1,298390,216.41,18.96,1141.3,"Palm Springs, CA
(33.830302, -116.546843)",2018134262
Table 2,2018,1,34100,"Philadelphia, PA",38,2997990,229.89,19.28,1192.1,2902990,218.49,18.67,1170.6,"Philadelphia, PA
(39.951061, -75.16562)",2018134100
Table 2,2018,1,34082,"Punta Gorda, FL",7,131120,113.44,11.12,1020.2,102920,119.48,11.82,1010.6,"Punta Gorda, FL
(40.881194, -88.628678)",2018134082
Table 2,2018,1,34057,"Portland, OR",33,2299200,178.1,15.7,1134.7,2234350,174.94,15.54,1125.7,"Portland, OR
(45.516018, -122.681425)",2018134057
Table 2,2018,1,34027,"West Palm Beach/Palm Beach, FL",13,1175600,217.83,20.65,1055,1170310,199.26,18.86,1056.6,"West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)",2018134027
Table 2,2018,1,33851,"Oklahoma City, OK",13,363110,225.1,24.09,934.4,328820,233.63,25.33,922.5,"Oklahoma City, OK
(35.468494, -97.521264)",2018133851
Table 2,2018,1,33667,"Norfolk, VA (Metropolitan Area)",11,277990,234.73,21.18,1108.1,265120,247.23,21.55,1147.4,"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",2018133667
Table 2,2018,1,33570,"San Diego, CA",42,3408370,199.04,15.96,1247.1,3065070,215.32,17.1,1259.5,"San Diego, CA
(32.71576, -117.163817)",2018133570
Table 2,2018,1,33495,"New Orleans, LA",33,2012140,199.31,19.61,1016.1,1839190,210.5,20.85,1009.4,"New Orleans, LA
(29.950621, -90.074948)",2018133495
Table 2,2018,1,33342,"Milwaukee, WI",24,1052860,187.7,17.35,1081.7,1022610,193.58,17.61,1099.5,"Milwaukee, WI
(43.041072, -87.909421)",2018133342
Table 2,2018,1,33316,"Omaha, NE",17,567990,200.48,19.87,1008.7,515660,212.09,21.13,1003.8,"Omaha, NE
(46.07035, -93.666319)",2018133316
Table 2,2018,1,33244,"Memphis, TN",17,495660,231.36,25.41,910.5,478930,228.23,25.38,899.4,"Memphis, TN
(35.143378, -90.052136)",2018133244
Table 2,2018,1,33214,"San Antonio, TX",27,1197450,224.12,21.15,1059.5,1104230,236.97,22.59,1048.9,"San Antonio, TX
(29.425173, -98.494599)",2018133214
Table 2,2018,1,33198,"Kansas City, MO",32,1528570,203.23,21.84,930.4,1491360,208.24,22.28,934.8,"Kansas City, MO
(39.099792, -94.578559)",2018133198
Table 2,2018,1,33195,"Tampa, FL (Metropolitan Area)",51,3632730,187.51,17.42,1076.7,3469320,188.28,17.61,1069.4,"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",2018133195
Table 2,2018,1,33192,"Sacramento, CA",21,1567630,172.99,20.9,827.6,1406150,188.59,22.21,849.2,"Sacramento, CA
(38.582087, -121.50012)",2018133192
Table 2,2018,1,33105,"Cincinnati, OH",22,952610,193.31,20.51,942.5,803270,215.32,22.08,975.4,"Cincinnati, OH
(39.104427, -84.513808)",2018133105
